,ID,Name,Club,Year,Overall
15562,228681,F. Sierralta,Parma,2018,63
15563,228681,F. Sierralta,Parma,2019,63
15564,228681,F. Sierralta,Empoli,2020,62
15565,228681,F. Sierralta,Empoli,2021,63
15566,228681,F. Sierralta,Watford,2022,72
15567,228681,F. Sierralta,Watford,2023,72
15568,228732,H. Moukoudi,Le Havre AC,2017,57
15569,228732,H. Moukoudi,Le Havre AC,2018,65
15570,228732,H. Moukoudi,Le Havre AC,2019,69
15571,228732,H. Moukoudi,Middlesbrough,2020,70
15572,228732,H. Moukoudi,AS Saint-Étienne,2021,69
15573,228732,H. Moukoudi,AS Saint-Étienne,2022,75
15574,228732,H. Moukoudi,AS Saint-Étienne,2023,72
15575,207555,F. Helander,Bologna,2017,74
15576,207555,F. Helander,Bologna,2018,73
15577,207555,F. Helander,Bologna,2019,75
15578,207555,F. Helander,Rangers FC,2020,74
15579,207555,F. Helander,Rangers FC,2021,72
15580,207555,F. Helander,Rangers FC,2022,74
15581,207555,F. Helander,Rangers FC,2023,72
15582,212231,Tobias Figueiredo,CD Nacional,2017,71
15583,212231,Tobias Figueiredo,Nottingham Forest,2018,71
15584,212231,Tobias Figueiredo,Nottingham Forest,2019,71
15585,212231,Tobias Figueiredo,Nottingham Forest,2020,71
15586,212231,Tobias Figueiredo,Nottingham Forest,2021,70
15587,212231,Tobias Figueiredo,Nottingham Forest,2022,69
15588,212231,Tobias Figueiredo,Hull City,2023,69
15589,202060,E. Bergström,Grasshopper Club Zürich,2017,69
15590,202060,E. Bergström,Grasshopper Club Zürich,2018,69
15591,202060,E. Bergström,FC Utrecht,2019,71
15592,202060,E. Bergström,FC Basel 1893,2020,70
15593,202060,E. Bergström,FC Utrecht,2021,68
15594,202060,E. Bergström,Willem II,2022,67
15595,202060,E. Bergström,Willem II,2023,66
15596,204935,J. Pickford,Sunderland,2017,76
15597,204935,J. Pickford,Everton,2018,80
15598,204935,J. Pickford,Everton,2019,83
15599,204935,J. Pickford,Everton,2020,81
15600,204935,J. Pickford,Everton,2021,81
15601,204935,J. Pickford,Everton,2022,83
15602,204935,J. Pickford,Everton,2023,82
15603,215698,M. Maignan,LOSC Lille,2017,67
15604,215698,M. Maignan,LOSC Lille,2018,75
15605,215698,M. Maignan,LOSC Lille,2019,79
15606,215698,M. Maignan,LOSC Lille,2020,82
15607,215698,M. Maignan,LOSC Lille,2021,82
15608,215698,M. Maignan,AC Milan,2022,84
15609,215698,M. Maignan,AC Milan,2023,87
15610,226102,C. Dunkley,Oxford United,2017,65
15611,226102,C. Dunkley,Wigan Athletic,2018,67
15612,226102,C. Dunkley,Wigan Athletic,2019,70
15613,226102,C. Dunkley,Wigan Athletic,2020,69
15614,226102,C. Dunkley,Sheffield Wednesday,2021,68
15615,226102,C. Dunkley,Sheffield Wednesday,2022,67
15616,226102,C. Dunkley,Shrewsbury Town,2023,66
15617,213414,W. Troost-Ekong,KAA Gent,2017,71
15618,213414,W. Troost-Ekong,Bursaspor,2018,72
15619,213414,W. Troost-Ekong,Udinese,2019,74
15620,213414,W. Troost-Ekong,Udinese,2020,75
15621,213414,W. Troost-Ekong,Watford,2021,73
15622,213414,W. Troost-Ekong,Watford,2022,73
15623,213414,W. Troost-Ekong,Watford,2023,71
15624,202408,A. Flint,Bristol City,2017,73
15625,202408,A. Flint,Bristol City,2018,75
15626,202408,A. Flint,Middlesbrough,2019,74
15627,202408,A. Flint,Cardiff City,2020,72
15628,202408,A. Flint,Cardiff City,2021,71
15629,202408,A. Flint,Cardiff City,2022,71
15630,202408,A. Flint,Stoke City,2023,71
15631,203888,Eric Botteghin,Feyenoord,2017,79
15632,203888,Eric Botteghin,Feyenoord,2018,78
15633,203888,Eric Botteghin,Feyenoord,2019,76
15634,203888,Eric Botteghin,Feyenoord,2020,74
15635,203888,Eric Botteghin,Feyenoord,2021,73
15636,203888,Eric Botteghin,Feyenoord,2022,73
15637,203888,Eric Botteghin,Ascoli,2023,73
15638,215565,M. Miazga,Vitesse,2017,73
15639,215565,M. Miazga,Vitesse,2018,73
15640,215565,M. Miazga,Reading,2019,73
15641,215565,M. Miazga,Reading,2020,73
15642,215565,M. Miazga,Chelsea,2021,71
15643,215565,M. Miazga,Deportivo Alavés,2022,72
15644,215565,M. Miazga,FC Cincinnati,2023,72
15645,237658,S. Bueno,FC Barcelona,2017,63
15646,237658,S. Bueno,Girona FC,2018,66
15647,237658,S. Bueno,Girona FC,2019,63
15648,237658,S. Bueno,Girona FC,2020,65
15649,237658,S. Bueno,Girona FC,2021,64
15650,237658,S. Bueno,Girona FC,2022,67
15651,237658,S. Bueno,Girona FC,2023,69
15652,206170,J. Turnbull,Coventry City,2017,63
15653,206170,J. Turnbull,Northampton Town,2018,63
15654,206170,J. Turnbull,Northampton Town,2019,62
15655,206170,J. Turnbull,Northampton Town,2020,62
15656,206170,J. Turnbull,Salford City,2021,62
15657,206170,J. Turnbull,Salford City,2022,64
15658,206170,J. Turnbull,Tranmere Rovers,2023,65
15659,186352,T. Smith,Ipswich Town,2017,71
15660,186352,T. Smith,Colorado Rapids,2018,69
15661,186352,T. Smith,Colorado Rapids,2019,68
15662,186352,T. Smith,Sunderland,2020,68
15663,186352,T. Smith,Colchester United,2021,66
15664,186352,T. Smith,Colchester United,2022,63
15665,186352,T. Smith,Colchester United,2023,60
15666,186695,E. Muñoz,Genoa,2017,73
15667,186695,E. Muñoz,CD Leganés,2018,73
15668,186695,E. Muñoz,CD Leganés,2019,71
15669,186695,E. Muñoz,Club Atlético Lanús,2020,74
15670,186695,E. Muñoz,Independiente,2021,73
15671,186695,E. Muñoz,Club Atlético Independiente,2022,70
15672,186695,E. Muñoz,Estudiantes de La Plata,2023,69
15673,174543,C. Bravo,Manchester City,2017,82
15674,174543,C. Bravo,Manchester City,2018,80
15675,174543,C. Bravo,Manchester City,2019,78
15676,174543,C. Bravo,Manchester City,2020,77
15677,174543,C. Bravo,Real Betis,2021,77
15678,174543,C. Bravo,Real Betis Balompié,2022,78
15679,174543,C. Bravo,Real Betis Balompié,2023,78
15680,211270,E. Saveljich,Levante UD,2017,71
15681,211270,E. Saveljich,Albacete BP,2018,71
15682,211270,E. Saveljich,UD Almería,2019,70
15683,211270,E. Saveljich,Rayo Vallecano,2020,69
15684,211270,E. Saveljich,Rayo Vallecano,2021,68
15685,211270,E. Saveljich,Rayo Vallecano,2022,69
15686,211270,E. Saveljich,Rayo Vallecano,2023,71
15687,215466,N. Maksimović,Napoli,2017,79
15688,215466,N. Maksimović,Spartak Moscow,2018,78
15689,215466,N. Maksimović,Napoli,2019,78
15690,215466,N. Maksimović,Napoli,2020,78
15691,215466,N. Maksimović,Napoli,2021,77
15692,215466,N. Maksimović,Genoa,2022,75
15693,215466,N. Maksimović,Genoa,2023,71
15694,226753,A. Onana,Ajax,2017,77
15695,226753,A. Onana,Ajax,2018,78
15696,226753,A. Onana,Ajax,2019,82
15697,226753,A. Onana,Ajax,2020,85
15698,226753,A. Onana,Ajax,2021,84
15699,226753,A. Onana,Ajax,2022,84
15700,226753,A. Onana,Inter,2023,82
15701,238008,J. Elliott,Philadelphia Union,2017,66
15702,238008,J. Elliott,Philadelphia Union,2018,67
15703,238008,J. Elliott,Philadelphia Union,2019,70
15704,238008,J. Elliott,Philadelphia Union,2020,71
15705,238008,J. Elliott,Philadelphia Union,2021,70
15706,238008,J. Elliott,Philadelphia Union,2022,71
15707,238008,J. Elliott,Philadelphia Union,2023,72
15708,180635,T. Elphick,Aston Villa,2017,72
15709,180635,T. Elphick,Reading,2018,71
15710,180635,T. Elphick,Aston Villa,2019,71
15711,180635,T. Elphick,Huddersfield Town,2020,70
15712,180635,T. Elphick,Huddersfield Town,2021,69
15713,180635,T. Elphick,Huddersfield Town,2022,68
15714,180635,T. Elphick,Huddersfield Town,2023,68
15715,225770,K. da Graca,IFK Göteborg,2017,54
15716,225770,K. da Graca,IFK Göteborg,2018,55
15717,225770,K. da Graca,IFK Göteborg,2019,62
15718,225770,K. da Graca,IFK Göteborg,2020,65
15719,225770,K. da Graca,IFK Göteborg,2021,65
15720,225770,K. da Graca,VVV-Venlo,2022,66
15721,225770,K. da Graca,IK Sirius,2023,66
15722,190547,K. Glik,AS Monaco,2017,84
15723,190547,K. Glik,AS Monaco,2018,84
15724,190547,K. Glik,AS Monaco,2019,82
15725,190547,K. Glik,AS Monaco,2020,78
15726,190547,K. Glik,Benevento,2021,75
15727,190547,K. Glik,Benevento,2022,73
15728,190547,K. Glik,Benevento,2023,71
15729,202811,E. Martínez,Arsenal,2017,69
15730,202811,E. Martínez,Getafe CF,2018,70
15731,202811,E. Martínez,Reading,2019,74
15732,202811,E. Martínez,Arsenal,2020,75
15733,202811,E. Martínez,Aston Villa,2021,78
15734,202811,E. Martínez,Aston Villa,2022,84
15735,202811,E. Martínez,Aston Villa,2023,84
15736,224808,G. Ferrari,Crotone,2017,71
15737,224808,G. Ferrari,Sampdoria,2018,75
15738,224808,G. Ferrari,Sassuolo,2019,75
15739,224808,G. Ferrari,Sassuolo,2020,73
15740,224808,G. Ferrari,Sassuolo,2021,72
15741,224808,G. Ferrari,U.S. Sassuolo Calcio,2022,73
15742,224808,G. Ferrari,U.S. Sassuolo Calcio,2023,74
15743,190962,T. Aldred,Blackpool,2017,63
15744,190962,T. Aldred,Motherwell,2018,64
15745,190962,T. Aldred,Motherwell,2019,65
15746,190962,T. Aldred,Brisbane Roar,2020,67
15747,190962,T. Aldred,Brisbane Roar,2021,66
15748,190962,T. Aldred,Brisbane Roar,2022,67
15749,190962,T. Aldred,Brisbane Roar,2023,65
15750,199383,T. Klose,Norwich City,2017,76
15751,199383,T. Klose,Norwich City,2018,74
15752,199383,T. Klose,Norwich City,2019,74
15753,199383,T. Klose,Norwich City,2020,73
15754,199383,T. Klose,Norwich City,2021,72
15755,199383,T. Klose,Norwich City,2022,71
15756,199383,T. Klose,Bristol City,2023,71
15757,233728,M. Doucouré,Borussia Mönchengladbach,2017,62
15758,233728,M. Doucouré,Borussia Mönchengladbach,2018,62
15759,233728,M. Doucouré,Borussia Mönchengladbach,2019,62
15760,233728,M. Doucouré,Borussia Mönchengladbach,2020,62
15761,233728,M. Doucouré,Borussia Mönchengladbach,2021,62
15762,233728,M. Doucouré,Borussia Mönchengladbach,2022,62
15763,233728,M. Doucouré,Borussia Mönchengladbach,2023,62
15764,202445,Rodrigo Ely,Deportivo Alavés,2017,73
15765,202445,Rodrigo Ely,Deportivo Alavés,2018,75
15766,202445,Rodrigo Ely,Deportivo Alavés,2019,75
15767,202445,Rodrigo Ely,Deportivo Alavés,2020,75
15768,202445,Rodrigo Ely,Deportivo Alavés,2021,75
15769,202445,Rodrigo Ely,Nottingham Forest,2022,75
15770,202445,Rodrigo Ely,Unión Deportiva Almería,2023,75
15771,192448,M. ter Stegen,FC Barcelona,2017,84
15772,192448,M. ter Stegen,FC Barcelona,2018,87
15773,192448,M. ter Stegen,FC Barcelona,2019,89
15774,192448,M. ter Stegen,FC Barcelona,2020,90
15775,192448,M. ter Stegen,FC Barcelona,2021,90
15776,192448,M. ter Stegen,FC Barcelona,2022,90
15777,192448,M. ter Stegen,FC Barcelona,2023,88
15778,200697,R. Tafazolli,Peterborough United,2017,64
15779,200697,R. Tafazolli,Peterborough United,2018,66
15780,200697,R. Tafazolli,Peterborough United,2019,66
15781,200697,R. Tafazolli,Hull City,2020,66
15782,200697,R. Tafazolli,Wycombe Wanderers,2021,66
15783,200697,R. Tafazolli,Wycombe Wanderers,2022,66
15784,200697,R. Tafazolli,Wycombe Wanderers,2023,69
15785,228829,M. Roberts,Barnsley,2017,70
15786,228829,M. Roberts,Birmingham City,2018,69
15787,228829,M. Roberts,Birmingham City,2019,69
15788,228829,M. Roberts,Birmingham City,2020,70
15789,228829,M. Roberts,Birmingham City,2021,69
15790,228829,M. Roberts,Birmingham City,2022,70
15791,228829,M. Roberts,Birmingham City,2023,70
15792,212831,Alisson,Roma,2017,80
15793,212831,Alisson,Roma,2018,84
15794,212831,Alisson,Liverpool,2019,87
15795,212831,Alisson,Liverpool,2020,90
15796,212831,Alisson,Liverpool,2021,90
15797,212831,Alisson,Liverpool,2022,89
15798,212831,Alisson,Liverpool,2023,89
15799,157665,S. Dann,Crystal Palace,2017,79
15800,157665,S. Dann,Crystal Palace,2018,76
15801,157665,S. Dann,Crystal Palace,2019,75
15802,157665,S. Dann,Crystal Palace,2020,74
15803,157665,S. Dann,Crystal Palace,2021,73
15804,157665,S. Dann,Reading,2022,73
15805,157665,S. Dann,Reading,2023,69
15806,231110,P. Erras,1. FC Nürnberg,2017,66
15807,231110,P. Erras,1. FC Nürnberg,2018,69
15808,231110,P. Erras,1. FC Nürnberg,2019,70
15809,231110,P. Erras,1. FC Nürnberg,2020,69
15810,231110,P. Erras,SV Werder Bremen,2021,69
15811,231110,P. Erras,Holstein Kiel,2022,68
15812,231110,P. Erras,Holstein Kiel,2023,66
15813,193041,K. Navas,Real Madrid,2017,85
15814,193041,K. Navas,Real Madrid,2018,85
15815,193041,K. Navas,Real Madrid,2019,87
15816,193041,K. Navas,Paris Saint-Germain,2020,87
15817,193041,K. Navas,Paris Saint-Germain,2021,87
15818,193041,K. Navas,Paris Saint-Germain,2022,88
15819,193041,K. Navas,Paris Saint-Germain,2023,88
15820,193080,De Gea,Manchester United,2017,90
15821,193080,De Gea,Manchester United,2018,91
15822,193080,De Gea,Manchester United,2019,90
15823,193080,De Gea,Manchester United,2020,88
15824,193080,De Gea,Manchester United,2021,86
15825,193080,De Gea,Manchester United,2022,84
15826,193080,De Gea,Manchester United,2023,87
15827,221087,Pau López,Tottenham Hotspur,2017,73
15828,221087,Pau López,RCD Espanyol,2018,81
15829,221087,Pau López,Real Betis,2019,82
15830,221087,Pau López,Roma,2020,83
15831,221087,Pau López,Roma,2021,83
15832,221087,Pau López,Olympique de Marseille,2022,80
15833,221087,Pau López,Olympique de Marseille,2023,79
15834,205186,P. Gazzaniga,Rayo Vallecano,2017,70
15835,205186,P. Gazzaniga,Tottenham Hotspur,2018,70
15836,205186,P. Gazzaniga,Tottenham Hotspur,2019,75
15837,205186,P. Gazzaniga,Tottenham Hotspur,2020,77
15838,205186,P. Gazzaniga,Tottenham Hotspur,2021,77
15839,205186,P. Gazzaniga,Fulham,2022,76
15840,205186,P. Gazzaniga,Fulham,2023,74
15841,222511,E. Unsain,Defensa y Justicia,2017,70
15842,222511,E. Unsain,Defensa y Justicia,2018,70
15843,222511,E. Unsain,Defensa y Justicia,2019,72
15844,222511,E. Unsain,Defensa y Justicia,2020,74
15845,222511,E. Unsain,Defensa y Justicia,2021,74
15846,222511,E. Unsain,Defensa y Justicia,2022,75
15847,222511,E. Unsain,Defensa y Justicia,2023,75
15848,200389,J. Oblak,Atlético Madrid,2017,87
15849,200389,J. Oblak,Atlético Madrid,2018,89
15850,200389,J. Oblak,Atlético Madrid,2019,91
15851,200389,J. Oblak,Atlético Madrid,2020,91
15852,200389,J. Oblak,Atlético Madrid,2021,91
15853,200389,J. Oblak,Atlético de Madrid,2022,91
15854,200389,J. Oblak,Atlético de Madrid,2023,89
15855,200159,S. Ortega,TSV 1860 München,2017,68
15856,200159,S. Ortega,DSC Arminia Bielefeld,2018,72
15857,200159,S. Ortega,DSC Arminia Bielefeld,2019,72
15858,200159,S. Ortega,DSC Arminia Bielefeld,2020,74
15859,200159,S. Ortega,DSC Arminia Bielefeld,2021,75
15860,200159,S. Ortega,DSC Arminia Bielefeld,2022,78
15861,200159,S. Ortega,Manchester City,2023,80
15862,167948,H. Lloris,Tottenham Hotspur,2017,88
15863,167948,H. Lloris,Tottenham Hotspur,2018,88
15864,167948,H. Lloris,Tottenham Hotspur,2019,88
15865,167948,H. Lloris,Tottenham Hotspur,2020,87
15866,167948,H. Lloris,Tottenham Hotspur,2021,87
15867,167948,H. Lloris,Tottenham Hotspur,2022,87
15868,167948,H. Lloris,Tottenham Hotspur,2023,87
15869,238446,Tachi,Atlético Madrid,2017,60
15870,238446,Tachi,Atlético Madrid,2018,60
15871,238446,Tachi,Atlético Madrid,2019,64
15872,238446,Tachi,Deportivo Alavés,2020,65
15873,238446,Tachi,Deportivo Alavés,2021,63
15874,238446,Tachi,Deportivo Alavés,2022,67
15875,238446,Tachi,Deportivo Alavés,2023,67
15876,233934,A. Ramsdale,Bournemouth,2017,59
15877,233934,A. Ramsdale,Chesterfield,2018,62
15878,233934,A. Ramsdale,AFC Wimbledon,2019,63
15879,233934,A. Ramsdale,Bournemouth,2020,75
15880,233934,A. Ramsdale,Sheffield United,2021,75
15881,233934,A. Ramsdale,Arsenal,2022,75
15882,233934,A. Ramsdale,Arsenal,2023,82
15883,205655,A. MacDonald,Barnsley,2017,67
15884,205655,A. MacDonald,Hull City,2018,68
15885,205655,A. MacDonald,Hull City,2019,68
15886,205655,A. MacDonald,Hull City,2020,68
15887,205655,A. MacDonald,Rotherham United,2021,67
15888,205655,A. MacDonald,Rotherham United,2022,67
15889,205655,A. MacDonald,Swindon Town,2023,65
15890,189690,Guaita,Getafe CF,2017,73
15891,189690,Guaita,Getafe CF,2018,77
15892,189690,Guaita,Crystal Palace,2019,80
15893,189690,Guaita,Crystal Palace,2020,80
15894,189690,Guaita,Crystal Palace,2021,80
15895,189690,Guaita,Crystal Palace,2022,80
15896,189690,Guaita,Crystal Palace,2023,79
15897,230621,G. Donnarumma,Milan,2017,80
15898,230621,G. Donnarumma,Milan,2018,82
15899,230621,G. Donnarumma,Milan,2019,83
15900,230621,G. Donnarumma,Milan,2020,85
15901,230621,G. Donnarumma,Milan,2021,85
15902,230621,G. Donnarumma,Paris Saint-Germain,2022,89
15903,230621,G. Donnarumma,Paris Saint-Germain,2023,88
15904,193105,A. Areola,Paris Saint-Germain,2017,80
15905,193105,A. Areola,Paris Saint-Germain,2018,80
15906,193105,A. Areola,Paris Saint-Germain,2019,81
15907,193105,A. Areola,Real Madrid,2020,82
15908,193105,A. Areola,Fulham,2021,82
15909,193105,A. Areola,West Ham United,2022,82
15910,193105,A. Areola,West Ham United,2023,81
15911,178005,Rui Patrício,Sporting CP,2017,83
15912,178005,Rui Patrício,Sporting CP,2018,83
15913,178005,Rui Patrício,Wolverhampton Wanderers,2019,83
15914,178005,Rui Patrício,Wolverhampton Wanderers,2020,83
15915,178005,Rui Patrício,Wolverhampton Wanderers,2021,84
15916,178005,Rui Patrício,Roma,2022,82
15917,178005,Rui Patrício,Roma,2023,82
15918,216523,M. Oikonomou,Bologna,2017,75
15919,216523,M. Oikonomou,Bari,2018,73
15920,216523,M. Oikonomou,AEK Athens,2019,72
15921,216523,M. Oikonomou,AEK Athens,2020,71
15922,216523,M. Oikonomou,FC København,2021,70
15923,216523,M. Oikonomou,F.C. København,2022,68
15924,216523,M. Oikonomou,F.C. København,2023,65
15925,182494,F. Muslera,Galatasaray SK,2017,82
15926,182494,F. Muslera,Galatasaray SK,2018,81
15927,182494,F. Muslera,Galatasaray SK,2019,81
15928,182494,F. Muslera,Galatasaray SK,2020,82
15929,182494,F. Muslera,Galatasaray SK,2021,82
15930,182494,F. Muslera,Galatasaray SK,2022,80
15931,182494,F. Muslera,Galatasaray SK,2023,79
15932,205211,M. Borjan,Korona Kielce,2017,66
15933,205211,M. Borjan,1. FC Köln,2018,69
15934,205211,M. Borjan,Arsenal,2019,74
15935,205211,M. Borjan,Manchester United,2020,75
15936,205211,M. Borjan,Manchester United,2021,75
15937,205211,M. Borjan,AC Milan,2022,76
15938,205211,M. Borjan,Manchester United,2023,77
15939,199005,M. Ryan,KRC Genk,2017,78
15940,199005,M. Ryan,Brighton & Hove Albion,2018,78
15941,199005,M. Ryan,Brighton & Hove Albion,2019,80
15942,199005,M. Ryan,Brighton & Hove Albion,2020,80
15943,199005,M. Ryan,Brighton & Hove Albion,2021,80
15944,199005,M. Ryan,Real Sociedad,2022,77
15945,199005,M. Ryan,F.C. København,2023,78
15946,177683,Y. Sommer,Borussia Mönchengladbach,2017,83
15947,177683,Y. Sommer,Borussia Mönchengladbach,2018,82
15948,177683,Y. Sommer,Borussia Mönchengladbach,2019,84
15949,177683,Y. Sommer,Borussia Mönchengladbach,2020,86
15950,177683,Y. Sommer,Borussia Mönchengladbach,2021,86
15951,177683,Y. Sommer,Borussia Mönchengladbach,2022,85
15952,177683,Y. Sommer,Borussia Mönchengladbach,2023,85
15953,220901,David Raya,Blackburn Rovers,2017,62
15954,220901,David Raya,Blackburn Rovers,2018,69
15955,220901,David Raya,Blackburn Rovers,2019,71
15956,220901,David Raya,Brentford,2020,72
15957,220901,David Raya,Brentford,2021,74
15958,220901,David Raya,Brentford,2022,74
15959,220901,David Raya,Brentford,2023,76
15960,156433,A. Talavera,Deportivo Toluca,2017,77
15961,156433,A. Talavera,Deportivo Toluca,2018,77
15962,156433,A. Talavera,Deportivo Toluca,2019,74
15963,156433,A. Talavera,Deportivo Toluca,2020,72
15964,156433,A. Talavera,U.N.A.M.,2021,74
15965,156433,A. Talavera,Club Universidad Nacional,2022,78
15966,156433,A. Talavera,Manchester United,2023,79
15967,178750,Sergio Asenjo,Villarreal CF,2017,84
15968,178750,Sergio Asenjo,Villarreal CF,2018,84
15969,178750,Sergio Asenjo,Villarreal CF,2019,83
15970,178750,Sergio Asenjo,Villarreal CF,2020,82
15971,178750,Sergio Asenjo,Villarreal CF,2021,82
15972,178750,Sergio Asenjo,Villarreal CF,2022,83
15973,178750,Sergio Asenjo,Real Valladolid CF,2023,79
15974,163587,K. Schmeichel,Leicester City,2017,83
15975,163587,K. Schmeichel,Leicester City,2018,82
15976,163587,K. Schmeichel,Leicester City,2019,83
15977,163587,K. Schmeichel,Leicester City,2020,83
15978,163587,K. Schmeichel,Leicester City,2021,84
15979,163587,K. Schmeichel,Leicester City,2022,85
15980,163587,K. Schmeichel,OGC Nice,2023,83
15981,192563,B. Leno,Bayer 04 Leverkusen,2017,86
15982,192563,B. Leno,Bayer 04 Leverkusen,2018,85
15983,192563,B. Leno,Arsenal,2019,83
15984,192563,B. Leno,Arsenal,2020,85
15985,192563,B. Leno,Arsenal,2021,85
15986,192563,B. Leno,Arsenal,2022,83
15987,192563,B. Leno,Fulham,2023,80
15988,212442,José Sá,FC Porto,2017,76
15989,212442,José Sá,FC Porto,2018,77
15990,212442,José Sá,Olympiacos CFP,2019,77
15991,212442,José Sá,Olympiacos CFP,2020,78
15992,212442,José Sá,Olympiacos CFP,2021,78
15993,212442,José Sá,Wolverhampton Wanderers,2022,79
15994,212442,José Sá,Wolverhampton Wanderers,2023,81
15995,215316,G. Rulli,Real Sociedad,2017,83
15996,215316,G. Rulli,Real Sociedad,2018,82
15997,215316,G. Rulli,Real Sociedad,2019,81
15998,215316,G. Rulli,Montpellier HSC,2020,81
15999,215316,G. Rulli,Villarreal CF,2021,82
16000,215316,G. Rulli,Villarreal CF,2022,80
16001,215316,G. Rulli,Villarreal CF,2023,82
16002,195037,D. Batth,Wolverhampton Wanderers,2017,71
16003,195037,D. Batth,Wolverhampton Wanderers,2018,70
16004,195037,D. Batth,Stoke City,2019,71
16005,195037,D. Batth,Stoke City,2020,70
16006,195037,D. Batth,Stoke City,2021,70
16007,195037,D. Batth,Stoke City,2022,70
16008,195037,D. Batth,Sunderland,2023,69
16009,192119,T. Courtois,Chelsea,2017,89
16010,192119,T. Courtois,Chelsea,2018,89
16011,192119,T. Courtois,Real Madrid,2019,88
16012,192119,T. Courtois,Real Madrid,2020,88
16013,192119,T. Courtois,Real Madrid,2021,89
16014,192119,T. Courtois,Real Madrid CF,2022,89
16015,192119,T. Courtois,Real Madrid CF,2023,90
16016,212067,C. Vargas,Atlético Nacional,2017,75
16017,212067,C. Vargas,Deportivo Cali,2018,75
16018,212067,C. Vargas,Deportivo Cali,2019,77
16019,212067,C. Vargas,Club Atlas,2020,77
16020,212067,C. Vargas,Club Atlas,2021,77
16021,212067,C. Vargas,Club Atlas,2022,77
16022,212067,C. Vargas,Club Atlas,2023,79
16023,215086,B. Cortés,Deportes Iquique,2017,65
16024,215086,B. Cortés,Colo-Colo,2018,71
16025,215086,B. Cortés,Colo-Colo,2019,72
16026,215086,B. Cortés,Colo-Colo,2020,72
16027,215086,B. Cortés,Colo-Colo,2021,71
16028,215086,B. Cortés,AC Milan,2022,69
16029,215086,B. Cortés,Colo-Colo,2023,72
16030,224836,V. Milinković-Savić,Lechia Gdańsk,2017,66
16031,224836,V. Milinković-Savić,Torino,2018,71
16032,224836,V. Milinković-Savić,Ascoli,2019,71
16033,224836,V. Milinković-Savić,Standard de Liège,2020,68
16034,224836,V. Milinković-Savić,Torino,2021,68
16035,224836,V. Milinković-Savić,Torino F.C.,2022,70
16036,224836,V. Milinković-Savić,Torino F.C.,2023,73
16037,199575,Jordi Masip,FC Barcelona,2017,70
16038,199575,Jordi Masip,Real Valladolid CF,2018,73
16039,199575,Jordi Masip,Real Valladolid CF,2019,79
16040,199575,Jordi Masip,Real Valladolid CF,2020,81
16041,199575,Jordi Masip,Real Valladolid CF,2021,81
16042,199575,Jordi Masip,Real Valladolid CF,2022,75
16043,199575,Jordi Masip,Real Valladolid CF,2023,74
16044,226300,U. Çakır,Trabzonspor,2017,66
16045,226300,U. Çakır,Trabzonspor,2018,64
16046,226300,U. Çakır,Trabzonspor,2019,72
16047,226300,U. Çakır,Trabzonspor,2020,76
16048,226300,U. Çakır,Trabzonspor,2021,77
16049,226300,U. Çakır,Trabzonspor,2022,79
16050,226300,U. Çakır,Trabzonspor,2023,80
16051,194404,Neto,Juventus,2017,80
16052,194404,Neto,Valencia CF,2018,81
16053,194404,Neto,Valencia CF,2019,84
16054,194404,Neto,FC Barcelona,2020,84
16055,194404,Neto,FC Barcelona,2021,82
16056,194404,Neto,FC Barcelona,2022,82
16057,194404,Neto,AFC Bournemouth,2023,81
16058,234777,Z. Steffen,Columbus Crew SC,2017,69
16059,234777,Z. Steffen,Columbus Crew SC,2018,75
16060,234777,Z. Steffen,Columbus Crew SC,2019,76
16061,234777,Z. Steffen,Fortuna Düsseldorf,2020,77
16062,234777,Z. Steffen,Manchester City,2021,76
16063,234777,Z. Steffen,Manchester City,2022,77
16064,234777,Z. Steffen,Middlesbrough,2023,77
16065,199987,J. Cillessen,FC Barcelona,2017,81
16066,199987,J. Cillessen,FC Barcelona,2018,81
16067,199987,J. Cillessen,FC Barcelona,2019,82
16068,199987,J. Cillessen,Valencia CF,2020,82
16069,199987,J. Cillessen,Valencia CF,2021,81
16070,199987,J. Cillessen,Valencia CF,2022,81
16071,199987,J. Cillessen,N.E.C. Nijmegen,2023,80
16072,203042,J. Butland,Stoke City,2017,82
16073,203042,J. Butland,Stoke City,2018,81
16074,203042,J. Butland,Stoke City,2019,80
16075,203042,J. Butland,Stoke City,2020,75
16076,203042,J. Butland,Stoke City,2021,73
16077,203042,J. Butland,Crystal Palace,2022,73
16078,203042,J. Butland,Crystal Palace,2023,73
16079,186153,W. Szczęsny,Roma,2017,81
16080,186153,W. Szczęsny,Juventus,2018,84
16081,186153,W. Szczęsny,Juventus,2019,86
16082,186153,W. Szczęsny,Juventus,2020,87
16083,186153,W. Szczęsny,Juventus,2021,87
16084,186153,W. Szczęsny,Juventus,2022,87
16085,186153,W. Szczęsny,Juventus,2023,86
16086,228736,W. Faríñez,AS Monaco,2017,62
16087,228736,W. Faríñez,Millonarios FC,2018,73
16088,228736,W. Faríñez,Millonarios FC,2019,73
16089,228736,W. Faríñez,Millonarios FC,2020,74
16090,228736,W. Faríñez,Racing Club de Lens,2021,75
16091,228736,W. Faríñez,Racing Club de Lens,2022,73
16092,228736,W. Faríñez,Racing Club de Lens,2023,73
16093,230869,Unai Simón,Athletic Club de Bilbao,2017,67
16094,230869,Unai Simón,Athletic Club de Bilbao,2018,68
